,Text,Emotions
748,"#WorldCup2022
Croatia beat Morocco 2-1 in World Cup third-place playoff

📷 Karim JAAFAR
📷 Anne-Christine POUJOULAT
📷 @cacacegiu
📷 @ellophoto
#Qatar2022
#FIFAWorldCup
#AFP https://t.co/cxdjbDXXWb","['approval', 'excitement', 'pride']"
749,Who will win the #FIFAWorldCup 2022 ? #ArgentinaVsFrance #Arg #France #football #WorldCup2022 #Qatar2022,"['confusion', 'curiosity']"
750,"You think American football cramps your style for Sunday morning worship? Well, the American Cathedral in Paris is having to adjust their schedule due to concerns surrounding the World Cup. #WorldCup2022 https://t.co/6I9dzNYCgD","['confusion', 'curiosity']"
751,"The referee in today's match (Morocco Vs Croatia) turned a blind eye. it sucks that the offense is only always given to one side
#WorldCup2022","['disappointment', 'sadness']"
752,"Croatia are 3rd and they will definitely be happier than whomever finish 2nd tomorrow. There will be added tears if it's Argentina

#WorldCup #WorldCup2022 #Qatar2022 #final #CROMAR #FIFAWorldCup",['joy']
753,"Morocco 🇲🇦 becoming the fourth place in the World Cup 2022. Well done my brothers. The Atlas lions 🦁. They made us proud Masha’Allah. 
#Morocco #WorldCup #WorldCup2022 https://t.co/11V5a9Mtjq","['excitement', 'pride']"
754,"Proud to be Croat ❤️🤍❤️🤍
#WorldCup2022 https://t.co/3WoNN6hnmo","['excitement', 'love', 'pride']"
755,"In favor of eliminating third Place play off as the match usually doesn’t belong any specific excitement  for players &amp; supporters.   Third place can be selected by records of other matches of the tournament. 
#Croatia #Morocco #FIFAWorldCup #WorldCup2022","['approval', 'disapproval']"
756,"@FIFAcom among its many reforms should consider introducing the 'Plate' or something similar to those in rugby. We can't have a team finishing 4th in the @FIFAWorldCup and going home with neither a trophy nor medal. Well done Morocco Atlas Lions.
#WorldCup2022 #FIFAWorldCup","['admiration', 'disappointment', 'disapproval']"
757,"the last night
#Messi𓃵 #Messi𓃵day #WorldCup2022 #WorldCupFinal https://t.co/A0g8u2BCbw",['realization']
758,"WAKANDA FOREVER 
Finally out here 🙌 (Retweet pls)
https://t.co/4rNt4GvLw2
The end of the page.
#WakandaForever    #Wakanda #uk #UnitedKingdom #USA    #movie #movies #film #Netflix #news #WorldCup2022 #Retwet #LikeForLikes https://t.co/ZZGoE3RGwB","['excitement', 'joy', 'relief']"
759,"CROngatulation @HNS_CFF on 3rd place 🥉

#CROMAR #FIFAWorldCup #Qatar2022 #WorldCup #WorldCup2022","['admiration', 'approval']"
760,#WorldCup2022 Go #French dude! And all the rest..😎 https://t.co/SGTZqqn34G,['excitement']
761,"#CroatiaVSMorocco 
#cro wins the 3rd place beating #Morocco 2-1.
#WorldCup2022 
Kolinda Grabar-Kitarović, Ex President of Croatia watching the match (Pic 2). https://t.co/1JsvwY4OeM",['confusion']
762,"After watching countless #WorldCup2022 matches this past month, I will be unable to watch tomorrow’s final live. Fortunately our Sunday attendance at worship won’t be impacted the same way as if the Super Bowl was happening at 9 am CST &amp; the @packers were playing in it! 🤣",['relief']
763,Hmm the risky one is out of the way 👀 #WorldCup #WorldCup2022 #CROMAR #PrizePicks #GamblingTwiitter https://t.co/Ly16j6vm7E,['confusion']
764,"Thank you, to all players and coach thank you so much for making us dream big 🇲🇦 ,we are sad yes but we are so proud of each player,  Thanks ❤️

The best ever finish by an African and Arab  nation in the #FIFAWorldCup 
#CROMAR #TeamMorocco #المغرب_كرواتيا #WorldCup #WorldCup2022 https://t.co/Z0lfXMNsk3","['gratitude', 'pride']"
765,"31 year of Existence; only 3.8mil population; yet constantly somewhere at the top. That's #croatia for you! Gotta #respect that!

1998 🥉
2018 🥈
2022 🥉

#FIFAWorldCup2022 #WorldCup2022 #CroatiaVSMorocco #football #Bronze","['approval', 'caring']"
766,Croatia 🇭🇷 Beat Morocco 🇲🇦 to secure the third place 🥉 of #WorldCup2022 👏👏👏👏👏👏👏👏👏👏👏👏👏 https://t.co/tqX3GYy22z,"['approval', 'excitement', 'pride']"
767,"So I went down a wormhole and was looking up @EnMaroc shirt history. Designed posters of a couple of my favourite ones.🇲🇦🇲🇦
#WorldCup2022 #Morroco https://t.co/xOrviffnju","['confusion', 'love', 'realization']"
768,"Congrats to #Croatia who have secured a 3rd place finish in the #WorldCup2022 ⚽️

#Morocco played an amazing tournament &amp; will not be as overlooked in 4 years time. Respect 🫡

Big day tomorrow for the final. Watch the game in the Chad Sports Discord 👇

https://t.co/7IELIlcjnB https://t.co/QwKQ9jnBsO","['admiration', 'excitement', 'gratitude']"
769,Congratulations team Croatia as 3rd place. #WorldCup2022,"['excitement', 'gratitude', 'joy']"
770,"#CROMAR 
Croatia 🇭🇷 beat Morocco 🇲🇦 to claim 3rd place position at the 2022 FIFA World Cup Qatar 🇶🇦 
The great World Cup run by Moroccan national team earns them and Africa the 1st 4th place position at the World Cup.

#WorldCup #WorldCup2022 https://t.co/RIcspoadMM",['admiration']
771,#WorldCup2022 - Who gets through?,"['confusion', 'curiosity']"
772,"Croatia have used thier home kit in all games in this World Cup except against Argentina and they lost that game, how lucky is this icon home kit #SSFootball #WorldCup2022 #Qatar2022","['disappointment', 'sadness']"
773,"Croatia finish 3rd.. one more to go
#CroatiaMorocco
#WorldCup2022 https://t.co/dpTHLbeVb5",['confusion']
774,"Josko Gvardiol - best defender in the world - top scoring talent - and a solo run where only a foul in the box could stop him... what a player!!

#CROMAR #WorldCup #WorldCup2022 https://t.co/D0OIlAHUBw",['admiration']
775,"Multi-tasking is indeed evil

But in times of the #worldcup2022, it’s a necessary one 😊🤣😆

I’ve been happily distracted over the past few weeks, cheering on my faves and rooting for the underdogs and rising star teams (👀 Morocco 🇲🇦, Ghana 🇬🇭 &amp; S…https://t.co/1h1nidc6Dq","['amusement', 'approval', 'disapproval']"
776,Croatia claim #WorldCup2022  bronze 🥉 beat Morocco ! https://t.co/PGziLSAYIe,['confusion']
777,"Take a bow, #AtlasLions.  You've played very well and have amazed the world. 
#TeamMorocco #WorldcupQatar2022 #WorldCup2022 https://t.co/rOxslmtbnQ","['admiration', 'surprise']"
778,"I just predicted on  on https://t.co/YXnN00MFXb, come predict the FIFA World Cup 2022 with me! #prosperWCevent #worldcup2022 #Prosper #predictions","['approval', 'optimism', 'realization']"
779,"I made #WorldCup Design for Lionel Messi
I hope you like it!
Behance project is here: https://t.co/uDvdhpYMU1
#WorldCup2022 #Messi𓃵 #GOAT𓃵 #Argentina 
#ArgentinaVsFrance  
🔹Will Messi win World Cup tomorrow? https://t.co/yqIdt9jhpu","['desire', 'optimism']"
780,"Croatia defeated Morocco 2-1 in the World Cup third place play-off on Saturday, with Mislav Orsic curling home the winner.

https://t.co/kEZo1nfCtk

#ThaiPBSWorld #CroatiaVSMorocco #WorldCup #WorldCup2022 https://t.co/zqFI4EEmcN","['excitement', 'pride', 'surprise']"
781,"It’s finally here!🏆 €50 Bonus for 5 winners! Come and make your biggest score prediction for the #finalmatch !!! 

#ArgentinaVsFrance #2022FIFAWorldCup #WorldcupQatar2022 #WorldCup2022  #whatagoal","['excitement', 'joy', 'pride']"
782,"What a great job you did this year, this World Cup. What a joy to see how your effort was rewarded, thanku very much and congratulations 🇭🇷🥉🎉🎉🎉

#WorldcupQatar2022 #WorldCup #WorldCup2022 #CroatiaVSMorocco #Croatia #3stCroatia #lukamodric https://t.co/3APUM5pDRw","['admiration', 'gratitude', 'joy']"
783,"Morocco, Algeria, Tunisia, Libya and Egypt  do not consider themselves African. So a loss for Morocco in the ongoing  #WorldCup2022
Championship is a win for Africa.",['disappointment']
784,@FIFAWorldCup Best DM selama  #worldcup2022,['admiration']
785,"Argentina will win the world cup 2022! Messi will have his last shot at glory
@0xZeeve #Zeeve #WorldCup2022 
#Messi𓃵","['excitement', 'joy', 'pride']"
786,"Congratulations Croatia, you should have been  first, but this is also ok. 
#CroatiaVSMorocco #WorldCup2022 
#btc $btc $bnb $eth","['gratitude', 'relief']"
787,If you know the #drake curse then @Argentina is definitely loosing tomorrow. @Drake @FIFAWorldCup @FIFAcom #WorldCup2022,"['disappointment', 'disapproval']"
788,"Congrats, HRV-MAR. You're all winners. Both teams have given their all throughout the tournament &amp; entertained us with their spirit &amp; passion. How can you not like these teams? They have won our hearts, remember WC 2018? So, hats off to Croatia &amp; Morocco!
#CROMAR #WorldCup2022 https://t.co/BOPkyIsoRG","['admiration', 'excitement', 'gratitude', 'joy', 'pride']"
789,3rd place 🇭🇷 #WorldCup2022 👏🏼 https://t.co/nHKK9ux4U3,"['embarrassment', 'excitement', 'pride']"
790,"Boyle World Cup Final
Argentina v France

Pick Offer +Bet £10 Get £20
1. Argentina Win BTTS &amp; Messi to score First @ 16/1
https://t.co/h3JmrCr55S

2. France Win BTTS &amp; Mbappe to score first @ 18/1
https://t.co/fUjhCMF6yc
.
18+T&amp;Cs GambleAwear
#WorldCup2022 #ARGFRA #ARG #FRA.8 https://t.co/PeMkquO9v3","['confusion', 'excitement', 'pride', 'surprise']"
791,"Congrats Morocco 🇲🇦🇲🇦🇲🇦. Solid team. #Africa  #WorldCup2022  #WorldCup #MORCRO  #CROMAR #الأردن 
what's up @FIFAcom  it's about time for medals for 4th place teams.","['excitement', 'gratitude', 'joy']"
792,"GUWEDDE: Croatia 2 - 1 Morocco

Croatia take 3rd as Morocco place 4th in the #WorldCup2022. #NTVNews #Qatar2022 #FIFAWorldCup 

📸: AFP https://t.co/8mqmBVoJJd","['approval', 'realization']"
793,Morocco 🇲🇦 the true underdogs #WorldCup2022,"['admiration', 'pride']"
794,@visitoman_vo #WorldCup2022 left you filled with adrenaline awaiting  awesomeness breathing holiday destination o,"['excitement', 'joy']"
795,"The official name for “soccer” is not football, but “association football.” The official abbreviation for ceftriaxone is not CTX (cefotaxime), but CRO. #WorldCup2022","['confusion', 'disapproval']"
796,"It’s unsurprising although completely expected from documented terrorists who use any opportunity to spread their hate, incessant lies &amp; unlimited distortion. #WorldCup2022 

There’s been a growing pattern of terrorist activism during this world public events used as a platform. https://t.co/TFezeTrNCN",['confusion']
797,"Majer and Gvardiol are still young, but they are greate players. I think Croatia team will be stronger enough to win the champion in the near future. #WorldCup #WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup2022 #football #Croatia #Majer #Gvardiol",['optimism']
798,"Got some tickets for sale 
World Cup 22 finals 
Argentina 🇦🇷 vs France 🇫🇷 

#WorldCup #WorldCup2022 #FIFAWorldCup #Qatar2022 #QatarWorldCup2022","['approval', 'excitement']"
799,"Been on this app for a long time…. 🤣🤣😂😅Omo I never get 100 likes on any post ….. Abeg help my ministry… make me self Dey alright small 
#AlchemyOfSouls2Ep3 #WorldCup2022 https://t.co/826TaoLbVW",['amusement']
800,Referee cheating like it’s nothing. Morocco won our hearts DIMMMAAAA 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦 #المغرب_كرواتيا  #MoroccovsCroatia #WorldCup2022,"['anger', 'annoyance']"
801,Next time say INCHALAH. #WorldCup2022 🇲🇦,"['desire', 'excitement', 'optimism']"
802,"Croatia finish third in the World Cup after a 2-1 win over Morocco! 

FT | #Croatia 🇭🇷 2-1 🇲🇦 #Morocco 

#HotSpotQatar #FIFAWorldCup #QatarWorldCup2022 #WorldCup #WorldCup2022 https://t.co/MsWjjegfqs","['approval', 'embarrassment', 'excitement', 'pride']"
803,"Croatia 3rd place finish in World Cup! A great story of determination, belief and never giving up. A great lesson in there for anyone working towards their goals #CroatiaVSMorocco #WorldCup2022 https://t.co/GBLUpwOW9D",['admiration']
804,"Congrats Croatia, 3rd place World Cup Qatar 2022 #WorldCup #WorldCup2022 #WorldcupQatar2022 https://t.co/T9mX257sEw","['excitement', 'gratitude', 'pride']"
805,Croatia are the definition of Underdogs 🇭🇷 #WorldCup2022,"['approval', 'realization']"
806,#WExcelPredicts #WFIFAPredicts #WorldCup2022 #ARGFRA It's Messi's time https://t.co/8HUlqYjFsp,['realization']
807,"Everyone is proud of Morocco, we are very proud of you guys, you did the impossible 💪🇲🇦 #TeamMorocco #FIFAWorldCup #WorldCup2022 https://t.co/6jvHNKlSgP","['excitement', 'pride']"
808,"Croatia 🇭🇷 2 - 1 🇲🇦 Morocco
Croats won the game for third place, and Morocco won the 4th for the first time as an African country. It was a great match. #WorldCup #WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup2022 #football",['admiration']
809,the GK of the #WorldCup2022 https://t.co/nAS7L6QVz7,['confusion']
810,Who do you think is going to win the World Cup ? #QatarWorldCup2022 #Qatar2022 #WorldCup #WorldCup2022 @KMbappe 🇫🇷❤️,"['confusion', 'curiosity', 'love']"
811,"Out selected winners, create a Cashbuddy account and inbox your account phone number to claim your prize.

#Predictions #WorldCup #WorldCup2022 #cashback #cashbuddy https://t.co/ZB7MLFF6ft","['excitement', 'pride']"
812,#WorldCup2022 Croatia 🇭🇷🇭🇷🇭🇷 https://t.co/NKPRxHKZk1,"['confusion', 'realization']"
813,"Congrats to Croatia and its fans for an awesome 3rd place finish! 🥉 And a huge round of applause and congrats to Morocco for a stellar #WorldCup!
#WorldCup2022 https://t.co/bvwtM4srU3","['admiration', 'gratitude']"
814,"It has been good for Croatia in the past 2 World Cups, finishing 2nd at Russia and then finishing 3rd this time #WorldCup2022 #SSFootball","['admiration', 'approval']"
815,Thanks @HNS_CFF #WorldCup #CROMAR #WorldCup2022 https://t.co/JdlPKAq9kH,['gratitude']
816,Watched the #WorldCup2022 now it’s time to clean 🧽 part of me is a bit disappointed though that the cats don’t help like in Disney movies 🤣😂,"['disappointment', 'disapproval']"
817,Zagreb right now!  Congrats Croatia!  #CroatiaVSMorocco #Croatia #WorldCup2022 #Hrvatska #CROMAR #3rdPlace https://t.co/CSaezsTznO,"['excitement', 'gratitude']"
818,"Position Prize money (USD) #WorldCup2022 

✴️Winner: $42m

✴️Runner-up: $30m

✴️Third place: $27m

✴️Fourth place: $25m

Quarter-final: $17m

Last 16: $13m

Group stage: $9m","['approval', 'embarrassment', 'excitement', 'pride']"
819,"""I think it'll be France who win the #WorldCup2022, but I want it to be Argentina.""
@andyburnhamGM","['desire', 'optimism']"
820,"Croatia take the #FIFAWorldCup 3rd spot! 🇭🇷🥉

#sports #soccer #football #QatarWorldCup2022 #WorldCup2022 #FIFA #FIFAWorldCup3033 #SportsNews #CroatiaVSMorocco https://t.co/aDjWZKxzJd","['approval', 'excitement']"
821,"Croatia - Debut 1998; 24 years - one Bronze and one Silver👌👌

Morocco - Debut 1970; 52 years - fourth position in 2022 👍

Both are winners in their own rights.

#CROMAR #CroatiaVSMorocco #FIFAWorldCup #WorldCup #WorldCup2022 #lukamodric https://t.co/8WYL5sW19q","['excitement', 'pride']"
822,@FIFAWorldCup @adidasfootball Happy for @lukamodric10 but what a game #Morocco congrats 👏 #FIFAWorldCup #WorldCup2022,['joy']
823,"Croatia claim World Cup bronze as Morocco close historic campaign in defeat | Report by @RichJolly in Doha 

#WorldCup2022 #HRV #MAR 

https://t.co/QKP74uIuFY","['approval', 'excitement', 'joy']"
824,"🚨🚨GW Final✅
Captain  MBAPPE✅
🔥🔥🏆

#كأس_العالم_قطر_2022
#WorldCupFantasy
#WorldCup2022 https://t.co/pnEkNKow6U",['approval']
825,"Fun fact, this is the 2nd time in their history that Croacia has won 3rd place in the World Cup. First time was in their debut in 1998! #HRV   #MAR   #MARCRO #FIFAWorldCupQatar2022 #FIFAWorldCup  #WorldCup #WorldCup2022 #Mundial2022 #Qatar2022","['amusement', 'excitement', 'joy']"
826,Quids In. Now on to tomorrow for The #WorldCup2022 Final https://t.co/cL3jFvEMtS,"['desire', 'excitement', 'optimism']"
827,Check out Hook's Lines &amp; Inkers Rubber Stamp Soccer Ball Play Sports Card Making Craft Art https://t.co/GV4czQvCXZ #eBay via @eBay #soccer #worldcupfinals #football #worldcup #worldcup2022 #soccermom,['confusion']
828,"Croatia takes home the bronze medal after beating Morocco 2-1. This a 3rd podium finish for Croatia in the World Cup after previously finishing 3rd in 1998 &amp; 2nd in 2018. 
#WorldCup2022 #SaharaGames https://t.co/CerTIl1E0v","['approval', 'excitement', 'pride']"
829,"@BBC This is so disrespectful to Croatia and Morocco, the #WorldCup2022 commentary team chat over the medal ceremony about the French Argentinian match tomorrow. I think they owe an apology to all Croatians and Moroccans watching. Typical BBC, you only count if you're an elite.","['remorse', 'sadness']"
830,"Im so proud of Croatia for making it all the way to 3rd place 🥉 a team less spoken of, and a country still unknown to many, what an accomplishment 
👏🏻👏🏻👏🏻 #WorldCup2022 🇭🇷🇭🇷🇭🇷",['pride']
831,"Our last Chelsea players finished their World Cup 💙
Congratulation to Mateo Kovacic 🇭🇷 and Hakim Ziyech 🇲🇦
Kovacic and Croatia have finished in 3rd place at the #WorldCup after beating Morocco
#cfc #Chelsea #FIFAWorldCup #WorldCup2022 #WorldcupQatar2022 #FIFAWorldCup2022 https://t.co/k3aSg1Bpwv","['excitement', 'gratitude', 'joy', 'pride']"
832,First time I ever saw a bronze medal awarded at #WorldCup2022,"['excitement', 'realization', 'surprise']"
833,"Croatia won The 3rd Place of #WorldCup2022 
Six World Cups,3 Medals

 Vatreni Boys!

Luka Modric #10🫶 https://t.co/3i103xo7ao","['excitement', 'joy', 'pride']"
834,Thank you Morocco you make us proud 🇲🇦☝️🙏 #Morocco #WorldCup2022 #FIFA #maghrebine #hamduillah https://t.co/0yMXzqkTaI,"['gratitude', 'pride']"
835,"Croatia 🇭🇷 2 : Morocco 🇲🇦 1

#Croatia #won the #bronze #medal #WorldCup2022! https://t.co/lsKwFDCiy3","['excitement', 'pride', 'surprise']"
836,"NOW, THIS IS THE WORLD CUP.
#WORLDCUP2022 https://t.co/u1DcWf7mlX","['excitement', 'realization', 'surprise']"
837,"Who will win #ARGFRA and become #FIFAWorldCupQatar2022 champion ?

#WorldCup2022 #QatarWorldCup #FIFAWorldCup #WorldCup #Qatar2022","['confusion', 'curiosity']"
838,"4th place 💪💪🇲🇦🇲🇦 
So proud 🙌
#MoroccovsCroatia #moroco #WorldCup2022 https://t.co/NPlvqpvq2q",['pride']
839,"It's Modric's excited grin for us😀. Baba is overjoyed. Better 3rd place than 4th place o. Football is unpredictable but who no go, no know😀
#CROMAR #WorldCup2022 #dstv #hereforeveryhome #hereforeveryfan #ssfootball","['excitement', 'joy']"
840,It’s funny how 3rd place get to celebrate and 2nd place end up crying while winners re celebrating. #WorldCup2022 #Qatar2022,['joy']
841,Croatia takes 3rd place in #WorldCup2022 👏🏽👏🏽👏🏽👏🏽 #CROMAR,"['admiration', 'approval', 'pride']"
842,"A warm congrats to Team #Morocco for reaching the 4th place on the World Football Scene &amp; giving African Football validation for World Cup 2026!
An incredible journey for the Lions...
#WorldCup2022 #CroatiaVSMorocco","['admiration', 'gratitude']"
843,"Be anything in life, but not a drum to be beaten in a 90 Min World Cup Game!
It's heavy! 
#WorldCupFinal 
#WorldCup2022 
#WorldcupQatar2022",['excitement']
844,Heartbreak for Atlas Lions but perfect result for fans who got engaged during Morocco's historic third-place play-off #WorldCup2022 https://t.co/rXNCRDhFwb,"['grief', 'joy']"
845,"Congratulations Croatia ❤️🤍 🇭🇷

#CROvsMAR
#FIFAWorldCupQatar2022 #FIFAWorldCup #FIFA #FIFAWorldCup2022 #WorldCup #WorldCup2022 #CroatiaVSMorocco #Croatia #Morocco #CroatiaMorocco","['gratitude', 'love']"
846,"The Croatian national team won third place in the World Cup Qatar 2022, after defeating the Moroccan Atlas Lions, with two goals to one.

#Qatar2022 #WorldCup2022
#Morocco_Croatia https://t.co/tbj8JSD6Gb","['approval', 'excitement', 'pride']"
847,"It’s funny how coming third at the world cup is a moment of celebration today, but finishing with second tomorrow will be a moment of utmost disappointment for either team. #WorldCup2022","['amusement', 'joy']"
848,"Thousands of workers have died for t preparations of t #WorldCup2022 in Qatar,while qataris bribed EU officials t promote a modernized image abroad #Qatargate. 

Enjoy your football in the dirtiest country t provides financial n logistical support to terrorists. #MoroccovsCroatia",['joy']
849,"Congratulations Croatia, 2018 semi finalist and 2022 3rd place holder. Brilliant achievement. And look at what that means for Luka Modric, one of the greatest ever.

Congratulations to Morocco for a fairy tale run. Outstanding achievement

#WorldCup #WorldCup2022 #FIFAWorldCup","['admiration', 'gratitude']"
850,"🇭🇷 Croatia takes third place with a 2-1 win against Morocco 🇲🇦 at the #WorldCup2022 

#Croatia #Morocco #Qatar2022 https://t.co/xr4rAVXA1y","['approval', 'embarrassment', 'excitement', 'pride', 'surprise']"
851,Not one single Croatia players wants to at that podium celebrating third place. There’s no need for a play off match. Get rid of it. It’s just one extra games for the losers. Pointless. #WorldCup2022,"['annoyance', 'disapproval']"
852,Last world cup for modric. the legend &amp; best history in football. farewell MODRIC #CROMAR #WorldCup2022,"['admiration', 'gratitude', 'grief']"
853,"Both Croatia and Morocco should be proud.

That was a fantastic game!

#FRA to win tomorrow. Keep it Euro! ✌🏼

#CROMAR #WorldCup2022","['admiration', 'excitement', 'pride']"
854,I didn't know Nadia was at the world cup #WorldCup2022 https://t.co/O20Wi82JMh,"['confusion', 'realization', 'surprise']"
855,"Replying to @SuperExet 
France🇫🇷 2 vs 1 Argentina🇦🇷
FRANCE Win
@coincatalysts
@mehsanulmonib2
@TheDusstyBC
@Kripto19871
@KingCrypta
Guys, don't miss this opportunity.
#WorldCup2022 #FIFAWorldCup https://t.co/xY72eAGTxm","['approval', 'pride']"
856,"#Croatia 🇭🇷 2 - 1 #Morocco 🇲🇦

Team Morocco had a wonderful #WorldCup2022. Best of luck to them. Congratulations to team Croatia for securing the third place.

#FIFAWorldCup #FIFAWorldCupQatar2022 #Qatar2022 https://t.co/tjU3BJIo1s","['admiration', 'gratitude', 'optimism']"
857,Sooo happy with that wide smile on Modric’s face… thank you! #farewellmodric #lukamodric #FIFAWorldCup #FIFA #WorldCup #WorldCup2022 #Qatar2022 #QatarWorldCup,"['gratitude', 'joy']"
858,"Morocco played like Africans until they reached the semi final and decided to go all European and the outcome is there for all to see.
#WorldCup2022","['approval', 'pride', 'realization']"
859,"@anandmahindra I don’t think people used to wear mask 4 years ago.

Nevertheless, what an art.
Indeed it is going to be a great final game tomorrow.

#FIFAWorldCup #WorldCup2022 #WorldCup",['admiration']
860,"Sunday's football predictions  #FIFAWorldCup ? #FIFAWorldCup2022
#WorldCup #WorldCup2022 #GOAT𓃵 #Messi𓃵 https://t.co/6Bao8WU5TS","['confusion', 'curiosity']"
861,"Va mos Argentina. Just one away from the victory!
Waiting for another magic MESSI moment.
#LM10 #Argentina #WorldCup2022 https://t.co/FosTPfnjjx","['excitement', 'joy', 'surprise']"
862,"As the #WorldCup2022 final is closing in soon, our #BingX fam in Berlin and Russia surely enjoys the meetup session ⚡️⚡️

We're wishing for a pleasant match in a while. May the best team wins! ⚽️ https://t.co/XI6e5dpFLQ","['desire', 'joy', 'optimism']"
863,"Come back stronger @EnMaroc #Morocco 🇲🇦 for #WorldCup2026 ❤️ 
Well done #Croatia 🇭🇷 for winning 3rd place #WorldCup2022","['admiration', 'love']"
864,Congrats to Croatia for winning 3rd place. #WorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 https://t.co/L5hnrFfyVd,"['excitement', 'gratitude', 'pride']"
865,"Thanks, Luka. #WorldCup2022 #Croatia https://t.co/wiGgTPnWnt",['gratitude']
866,"Croatia Beat Morocco By 2-1 for the 3rd Spot in World Cup 2022
#Croatia #Modric #Morocco #MoroccovsCroatia #FIFAWorldCup #FIFA #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #WorldCup2022 #WorldCup https://t.co/pR7hy00sXa","['admiration', 'approval']"
867,"#WorldCup2022 
#WorldcupQatar2022 
#WorldCup

this generation of Croatia players did quite well.",['admiration']
868,This time in 24 hrs Messi will be champion. MARK MY WORDS #WorldCup2022 #FIFAWorldCup,"['excitement', 'pride']"
869,"Heads up Maroko/Morocco, don't look down. Youre still the best team in #WorldCup2022 #FIFAWorldCup #CROMAR and sukran #Qatar2022",['admiration']
870,Great job Croatia! Congratulations 💪🇭🇷 #WorldCup #WorldCup2022 #CroatiaVSMorocco https://t.co/oFbgRPLaEu,"['admiration', 'gratitude']"
871,"Good morning, folks 🗽
#GretiansTag #SaturdayMorning
we got back safely, just for time to a spesh lunch with the ˈmɪs.ɪz' ❣️
#Lunchtime #HomeAlone
#HomeSweetHome #ExpatLife #WorldCup2022 https://t.co/W22gHmTqwR","['joy', 'relief']"
872,"Congrats Croatia! 👏👏👏
#WorldCup2022 #Croatia #CROMAR https://t.co/lV13QzAa4d","['excitement', 'gratitude', 'pride']"
873,Watching grown men cry because their football team has lost has always been the ghetto. In tennis though it is justified and makes perfect sense  #WorldCup2022 #atptennis https://t.co/m2MT5Cq1rz,"['approval', 'sadness']"
874,"Goodgame for both morocco and croatia very good game😭💪, and welldone my love morocco you’ve done so well #Morocco  #WorldCup2022 
 Can’t wait for tomorrow","['admiration', 'love']"
875,"Fun fact, European teams have won the last 11 3rd place matches! #HRV   #MAR   #MARCRO #FIFAWorldCupQatar2022 #FIFAWorldCup  #WorldCup #WorldCup2022 #Mundial2022 #Qatar2022","['amusement', 'joy']"
876,Amy Winehoose’s ghost dishing the medals. #WorldCup2022,['excitement']
877,"ARG - FRA | WorldCup 2022 | #ARGFRA #worldcup #messi #worldcup2022 #qatar #football #mbappe #goal

-&gt; https://t.co/sdW5vkxKUi",[]
878,"Kovacic v Morocco |🥉 WC

• completed the most passes (62) in the match.

• won the most tackles (4) in the match.

 • won the most duels (9) in the match.

• completed 3/3 dribbles

• most passes into final 3rd (14)

Technique + Tenacity!

#WorldCup #WorldCup2022 https://t.co/vg3vFyY2Ax","['admiration', 'approval', 'excitement', 'pride']"
879,"Who do you think will win the World Cup Final?
#france #argentina #ArgentinaVsFrance #WorldCup #WorldCup2022 #WorldCupFinal https://t.co/M96uPs0IGp","['confusion', 'curiosity']"
880,"@FIFAWorldCup Medaling in half the world cups they appear in. Not bad for a country with a population of 4M

Definitely something to be proud of

The future is not a question of if but when
#WorldCup2022 #FIFAWorldCup 
#CROMAR #Croatia #Morocco #Vatreni",['pride']
881,"Well done Croatia hard luck, Morocoo you did far better than expected and made history. A great goal from Orsic. How this small nation keeps producing great players. A far more entertaining than the ground game between the two sides. #CROMAR  #WorldCup2022 #Qatar2022",['admiration']
882,Ah here the Qatar official at 3rd place medal presentation shakes hands with all the officials bar the female official ffs #WorldCup2022,[]
883,"An amazing finish for the small nation. They definitely punched above their weight class. 3rd in the world! Outstanding! Bravo! 👏🏻🇭🇷❤️
#Vatreni #CROMAR #Croatia #WorldCup2022 #WorldCup @HNS_CFF https://t.co/5ZQVgEcr8l",['admiration']
884,"👏 Croatia beats Morocco and takes the World Cup bronze medals!

#WorldCup2022  #Fifaworldcup #Qatar2022 https://t.co/uTiyUxljD9","['confusion', 'excitement']"
885,"👏 Croatia beats Morocco and takes the World Cup bronze medals!

#WorldCup2022  #Fifaworldcup #Qatar2022 https://t.co/kHddCjyt6J",['confusion']
886,"👏 Croatia beats Morocco and takes the World Cup bronze medals!

#WorldCup2022  #Fifaworldcup #Qatar2022 https://t.co/RONcUByAKM","['confusion', 'excitement']"
887,PHOTO GALLERY: #Croatia beat #Morocco 2-1 to finish in third place at #WorldCup2022  Cup https://t.co/X8XHaEWMkW https://t.co/pd5KWTCLpk,"['confusion', 'embarrassment', 'pride']"
888,"🇭🇷⭐️ Croatia get 193rd all time win
4 months 4 days before the Queen's birthday, like 44
193 days after anniversary of first WC 3rd place match; 193, 44th prime
Champions = 44
Luka Modric = 44
Championship = 193, 44th prime

#FIFAWorldCup #WorldCup #WorldCup2022 #Croatia #CROMAR https://t.co/di7azUEQOO","['excitement', 'joy']"
889,"4th PLACE
🇲🇦

3RD PLACE🥉 
🇭🇷

#WorldCup #WorldCup2022 #WC2022","['excitement', 'surprise']"
